City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Aleksandrov Gay,RU,50.147,48.5704,44.33,65,90,18.57,overcast clouds
473,Nioki,CD,-2.7167,17.6833,83.97,63,100,3.62,overcast clouds
474,Trincomalee,LK,8.5711,81.2335,82.04,76,22,10.09,few clouds
475,Peniche,PT,39.3558,-9.3811,63.28,49,100,18.37,overcast clouds
476,Lagunas,PE,-5.2269,-75.6753,89.83,49,65,1.07,broken clouds
477,Weligama,LK,5.9667,80.4167,78.33,83,66,1.68,broken clouds
478,Manggar,ID,-2.8833,108.2667,79.11,82,39,2.66,scattered clouds
479,Gazi,GR,35.3253,25.0669,69.6,66,0,18.41,clear sky
480,Meadow Lake,US,34.8014,-106.5436,56.44,27,82,4.12,broken clouds
481,Pukhrayan,IN,26.2333,79.85,90.9,6,0,8.37,clear sky
482,Axim,GH,4.8699,-2.2405,85.69,70,89,9.95,overcast clouds
483,Khash,IR,28.2211,61.2158,74.66,8,57,3.29,broken clouds
484,Fomboni,KM,-12.28,43.7425,83.3,67,17,3.56,few clouds
485,Praia Da Vitoria,PT,38.7333,-27.0667,58.78,64,95,9.46,overcast clouds
486,Saint-Paul,RE,-21.0096,55.2707,78.91,85,100,0.58,light rain
487,Barinas,VE,8.6226,-70.2075,88.43,46,85,6.22,overcast clouds
488,Sangar,RU,63.9242,127.4739,-0.2,99,99,4.63,overcast clouds
489,Ust-Maya,RU,60.4167,134.5333,18.59,98,100,2.71,light snow
490,Stonewall,CA,50.1344,-97.3268,36.72,88,43,8.55,scattered clouds
491,Nizhnevartovsk,RU,60.9344,76.5531,39.22,93,0,7.0,clear sky
492,Ilo,PE,-17.6394,-71.3375,70.66,73,0,9.22,clear sky
493,Butler,US,39.4501,-84.5666,50.36,69,100,10.36,overcast clouds
494,Bakchar,RU,57.0186,82.0711,35.24,99,100,8.75,overcast clouds
495,Tevaitoa,PF,-16.7833,-151.5,81.9,76,100,17.34,overcast clouds
496,Awjilah,LY,29.1081,21.2869,98.15,4,0,8.19,clear sky
497,Avallon,FR,47.4833,3.9,47.91,55,32,12.28,scattered clouds
498,Mykolayivka,UA,47.5414,30.7561,42.96,35,100,8.99,overcast clouds
499,Chebenki,RU,51.9337,55.7077,46.15,73,100,14.23,overcast clouds
500,Katete,UG,-0.7818,29.7544,70.93,70,69,2.62,broken clouds
501,Dauphin,CA,51.1494,-100.0502,34.84,84,99,5.08,overcast clouds
502,Sabang,ID,5.8933,95.3214,81.09,73,99,2.89,light rain
503,Carndonagh,IE,55.25,-7.2667,53.22,97,100,22.44,overcast clouds
504,Horsham,GB,51.064,-0.3272,58.71,79,75,13.8,broken clouds
505,Oranjemund,NA,-28.55,16.4333,63.09,75,0,9.98,clear sky
506,Nsoko,SZ,-27.0333,31.95,71.47,81,99,4.68,overcast clouds
507,Elizabeth City,US,36.2946,-76.2511,57.22,44,0,4.61,clear sky
508,Badulla,LK,6.9895,81.0557,70.88,87,58,2.93,broken clouds
509,Tazovskiy,RU,67.4667,78.7,25.7,95,100,24.58,light snow
510,Independence,US,39.0911,-94.4155,50.32,68,0,8.05,clear sky
511,Melsungen,DE,51.1333,9.55,41.22,75,75,21.85,broken clouds
512,Gallup,US,35.5281,-108.7426,54.36,50,0,1.01,clear sky
513,Kousseri,CM,12.0769,15.0306,106.61,8,69,7.65,broken clouds
514,Vetlanda,SE,57.4289,15.0776,34.84,97,100,10.85,light snow
515,La Paz,BO,-16.5,-68.15,55.38,76,75,4.61,broken clouds
516,Yerofey Pavlovich,RU,53.9667,121.9667,14.09,77,100,4.41,overcast clouds
517,Srednekolymsk,RU,67.45,153.6833,-7.49,98,100,3.98,overcast clouds
518,West Bay,KY,19.3667,-81.4167,84.27,77,40,10.36,scattered clouds
519,Coos Bay,US,43.3665,-124.2179,54.0,99,100,16.11,mist
520,Kingman,US,35.1894,-114.053,69.55,32,0,0.0,clear sky
521,Kot Isa Khan,IN,30.95,75.1333,80.82,8,49,4.81,scattered clouds
522,Bambanglipuro,ID,-7.95,110.2833,76.73,88,89,3.0,overcast clouds
523,Pangody,RU,65.85,74.4859,29.98,97,100,16.8,light snow
524,Togur,RU,58.3631,82.8265,34.43,100,100,8.68,overcast clouds
525,Ugoofaaru,MV,5.6667,73.0,84.29,65,50,0.85,scattered clouds
526,Lalganj,IN,25.8667,85.1833,80.55,7,0,4.14,clear sky
527,Sao Sebastiao,BR,-23.76,-45.4097,83.28,68,5,4.18,clear sky
528,Saint-Hyacinthe,CA,45.6168,-72.9491,47.08,45,20,10.47,few clouds
529,Kamariotissa,GR,40.4833,25.4667,52.16,65,100,3.62,light rain
530,Deep River,CA,46.1001,-77.4995,47.43,62,69,4.09,broken clouds
531,Melnikovo,RU,56.5558,84.085,34.25,99,100,7.78,overcast clouds
532,Hailar,CN,49.2,119.7,25.32,64,100,9.89,overcast clouds
533,Caravelas,BR,-17.7125,-39.2481,85.55,58,8,8.01,clear sky
534,Guangshui,CN,31.6199,113.9978,59.54,59,100,4.09,moderate rain
535,Makati,PH,14.5569,121.0235,81.82,71,75,3.0,broken clouds
536,Alcudia,ES,39.8532,3.1214,55.2,66,100,20.0,overcast clouds
537,Betare Oya,CM,5.6,14.0833,68.04,82,100,15.97,moderate rain
538,Bagdarin,RU,54.4333,113.6,-0.24,88,17,4.5,few clouds
539,Kasane,BW,-17.8167,25.15,71.06,82,94,5.75,light rain
540,Pevek,RU,69.7008,170.3133,-20.85,97,28,1.61,scattered clouds
541,Genhe,CN,50.7833,121.5167,20.07,62,100,5.95,overcast clouds
542,Tura,IN,25.5198,90.2201,74.17,79,0,7.16,clear sky
543,Ahipara,NZ,-35.1667,173.1667,63.79,91,100,5.46,light rain
544,Alofi,NU,-19.0595,-169.9187,73.29,94,75,4.61,light intensity shower rain
545,Nemuro,JP,43.3236,145.575,37.0,88,60,12.28,broken clouds
546,Semnan,IR,35.5729,53.3971,76.21,15,100,5.03,overcast clouds
547,Mayumba,GA,-3.432,10.6554,82.33,76,88,6.8,overcast clouds
548,Golspie,GB,57.9727,-3.978,48.96,84,100,6.51,light rain
549,Jacksonville Beach,US,30.2947,-81.3931,81.07,47,20,11.5,few clouds
550,Eyl,SO,7.9803,49.8164,80.58,70,62,10.92,broken clouds
551,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,70,3,8.79,clear sky
552,Birnin Kebbi,NG,12.4539,4.1975,105.19,12,100,2.35,overcast clouds
553,Panalingaan,PH,8.7842,117.4231,77.43,86,100,4.05,overcast clouds
554,Antigonish,CA,45.6169,-61.9986,33.15,96,100,5.01,snow
555,Aykhal,RU,66.0,111.5,0.55,99,100,5.95,overcast clouds
556,Uniara,IN,26.15,75.2167,88.7,9,3,9.44,clear sky
557,Hami,CN,42.8,93.45,60.46,13,7,5.17,clear sky
558,Palmer,US,42.1584,-72.3287,51.51,42,20,16.11,few clouds
559,Korla,CN,41.7597,86.1469,62.24,21,0,2.06,clear sky
560,Vardo,NO,70.3705,31.1107,28.38,59,40,14.97,scattered clouds
561,Erzin,TR,36.9559,36.2,59.9,83,100,2.15,overcast clouds
562,Ust-Kuyga,RU,70.0167,135.6,-22.32,100,62,3.15,broken clouds
563,Darhan,MN,49.4867,105.9228,27.03,51,46,4.83,scattered clouds
564,Pauini,BR,-7.7136,-66.9764,91.47,49,28,1.1,scattered clouds
565,Najran,SA,17.4924,44.1277,78.12,9,0,9.28,clear sky
566,Hvolsvollur,IS,63.7533,-20.2243,38.07,98,100,1.7,overcast clouds
567,Denpasar,ID,-8.65,115.2167,83.86,79,40,3.44,scattered clouds
568,Bennettsville,US,34.6174,-79.6848,65.71,34,0,5.75,clear sky
569,Honghu,CN,29.8206,113.4621,64.35,61,100,2.66,moderate rain
570,Saint John,CA,45.2727,-66.0677,36.18,85,100,15.1,light rain
571,Uspenka,UA,48.3903,39.1619,39.67,57,77,7.52,broken clouds
572,Martinsburg,US,39.4562,-77.9639,51.03,54,75,3.44,broken clouds
573,Chumikan,RU,54.7183,135.315,23.38,74,36,15.97,scattered clouds
574,Banda Aceh,ID,5.5577,95.3222,77.54,83,100,5.57,light rain
575,Ukiah,US,39.1502,-123.2078,55.44,70,100,5.75,overcast clouds
576,Erdenet,MN,49.0333,104.0833,24.57,53,99,9.84,overcast clouds
577,Springbok,ZA,-29.6643,17.8865,58.57,55,2,15.66,clear sky
578,Cayenne,GF,4.9333,-52.3333,83.08,1,75,13.8,broken clouds
579,Manalongon,PH,9.2209,122.886,80.11,82,100,7.2,light rain
580,Morondava,MG,-20.2833,44.2833,81.79,64,0,10.51,clear sky
581,Andenes,NO,69.3143,16.1194,28.38,50,20,11.5,few clouds
582,Hattiesburg,US,31.3271,-89.2903,75.52,47,0,4.61,clear sky
583,Marsa Matruh,EG,31.3525,27.2453,66.9,62,3,12.48,clear sky
584,Tessalit,ML,20.1986,1.0114,105.42,4,2,12.82,clear sky
585,Dwarka,IN,22.2394,68.9678,80.13,69,38,12.01,scattered clouds
586,Russell,US,32.3502,-85.1999,71.96,33,0,0.0,clear sky
587,Ust-Tsilma,RU,65.441,52.1498,10.49,96,58,2.95,broken clouds
588,Bonfim,BR,3.0833,-59.95,86.58,57,100,3.69,overcast clouds
589,Tubuala,PA,9.5167,-79.0333,81.77,76,100,9.42,overcast clouds
590,Katobu,ID,-4.9408,122.5276,74.66,86,96,2.19,overcast clouds
591,Luanshya,ZM,-13.1367,28.4166,68.9,87,28,2.33,light rain
592,Wonthaggi,AU,-38.6044,145.5913,57.87,78,65,8.43,broken clouds
593,Lakewood,US,39.7047,-105.0814,56.7,43,79,4.0,broken clouds
594,Korsakov,RU,46.6328,142.7813,36.84,81,0,13.49,clear sky
595,Pangkalanbuun,ID,-2.6833,111.6167,74.25,97,69,1.7,broken clouds
596,Amambai,BR,-23.1042,-55.2258,86.94,52,42,9.19,scattered clouds
597,Taoudenni,ML,22.6783,-3.9836,99.75,8,0,17.27,clear sky
598,Gamba,GA,-2.65,10.0,81.84,74,98,4.5,overcast clouds
599,Bordighera,IT,43.7806,7.6645,56.14,59,18,4.05,few clouds
600,Kinsale,IE,51.7075,-8.5306,54.23,82,75,21.85,broken clouds
601,Cabot,US,34.9745,-92.0165,66.07,55,100,4.61,light intensity drizzle
602,Marigot,MF,18.0667,-63.0833,82.04,69,40,13.8,scattered clouds
603,Kattivakkam,IN,13.2167,80.3167,85.06,85,48,11.63,scattered clouds
604,Iskandar,UZ,41.5539,69.7008,65.25,42,0,9.95,clear sky
605,Barra Do Garcas,BR,-15.89,-52.2567,87.96,47,2,6.58,clear sky
606,Japura,ID,-0.3167,102.35,74.62,95,40,1.77,scattered clouds
607,Cozumel,MX,20.5083,-86.9458,86.07,77,40,13.8,scattered clouds
608,Gisborne,NZ,-38.6533,178.0042,60.08,89,7,9.17,clear sky
609,Vrangel,RU,42.7297,133.0839,39.54,91,2,4.81,clear sky
610,Arcata,US,40.8665,-124.0828,50.94,71,100,9.22,light rain
611,Vanimo,PG,-2.6741,141.3028,78.24,88,96,6.06,overcast clouds
612,Itarema,BR,-2.9248,-39.9167,84.27,74,92,12.28,overcast clouds
613,Vidim,RU,56.4088,103.1106,10.74,95,82,1.61,broken clouds
614,Aklavik,CA,68.2191,-135.0107,-14.21,90,99,10.6,overcast clouds
615,West Lafayette,US,40.4259,-86.9081,55.49,58,100,13.8,overcast clouds
616,Burlington,US,39.8835,-74.6413,52.9,51,40,13.8,scattered clouds
617,Uribia,CO,11.7139,-72.266,89.11,50,97,15.05,overcast clouds
618,Quesnel,CA,52.9999,-122.5029,39.22,82,100,7.09,overcast clouds
619,Bardiyah,LY,31.7561,25.0865,64.85,67,4,14.43,clear sky
620,Dubovskoye,RU,47.4092,42.7575,42.37,60,70,18.12,broken clouds
621,Siva,EG,29.2041,25.5195,88.77,9,0,8.68,clear sky
622,Malanje,AO,-9.5402,16.341,74.16,81,78,4.14,light rain
623,Coracora,PE,-15.0333,-73.7833,60.42,52,32,7.9,scattered clouds
624,Ahuimanu,US,21.4447,-157.8378,73.45,71,20,13.8,few clouds
625,Ankang,CN,32.68,109.0172,61.48,62,100,3.29,light rain
626,Mendi,PG,-6.1761,143.6513,55.67,97,99,2.48,overcast clouds
627,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.99,89,100,12.95,snow
628,Zamberk,CZ,50.086,16.4674,45.72,42,94,17.18,overcast clouds
629,Gloversville,US,43.0528,-74.3438,49.19,62,100,11.5,overcast clouds
630,Akhtubinsk,RU,48.2795,46.1722,46.27,53,67,18.19,broken clouds
631,Dubti,ET,11.7361,41.0853,96.55,16,80,14.67,broken clouds
632,Fairbanks,US,64.8378,-147.7164,6.82,75,75,0.0,broken clouds
633,Bowen,AU,-20.0167,148.2333,76.78,80,22,10.38,few clouds
634,Bilma,NE,18.6853,12.9164,103.89,4,9,10.96,clear sky
635,Yacopi,CO,5.4595,-74.3382,72.34,73,92,2.93,overcast clouds
636,Arzgir,RU,45.3728,44.2206,49.91,56,63,13.27,broken clouds
637,Kropotkin,RU,45.4375,40.5756,45.21,68,94,12.68,light rain
638,Wembley,AU,-31.9333,115.8,64.69,64,0,12.66,clear sky
639,Juba,SS,4.8517,31.5825,92.08,28,78,5.03,broken clouds
640,Dafeng,CN,23.4517,108.5881,66.13,55,0,1.74,clear sky
641,Ziarat,PK,30.3823,67.7282,58.57,13,23,4.88,few clouds
642,Moscow,RU,55.7522,37.6156,38.75,92,87,5.37,overcast clouds
643,Qinhuangdao,CN,39.9317,119.5883,48.78,72,86,9.53,overcast clouds
644,Raudeberg,NO,61.9875,5.1352,36.27,86,100,23.71,light snow
645,Krasnokamensk,RU,50.0979,118.0369,20.46,40,47,6.69,scattered clouds
646,Coquimbo,CL,-29.9533,-71.3436,56.93,94,100,11.5,overcast clouds
647,Otradnoye,RU,59.7775,30.8181,41.05,72,100,10.04,overcast clouds
648,Jalalpur Pirwala,PK,29.5069,71.2192,87.12,6,100,2.59,overcast clouds
649,The Valley,AI,18.217,-63.0578,82.09,69,40,13.8,scattered clouds
650,Coahuayana,MX,18.7333,-103.6833,80.78,49,19,4.34,few clouds
651,Boundiali,CI,9.5217,-6.4869,99.27,23,65,3.71,broken clouds
652,Acarau,BR,-2.8856,-40.12,84.65,73,92,12.46,overcast clouds
653,Amot,NO,59.5714,7.9877,37.15,72,95,6.08,overcast clouds
654,Letterkenny,IE,54.95,-7.7333,53.49,95,100,16.87,heavy intensity rain
655,Bintulu,MY,3.1667,113.0333,77.77,88,100,4.12,overcast clouds
656,Pontianak,ID,-0.0333,109.3333,78.78,94,75,0.0,broken clouds
657,Saint-Joseph,RE,-21.3667,55.6167,77.38,84,100,12.86,light rain
658,Blairmore,CA,49.6,-114.4353,40.93,76,100,16.24,overcast clouds
659,Vila Do Maio,CV,15.1333,-23.2167,79.59,73,51,13.85,broken clouds
660,Mangan,IN,27.5167,88.5333,72.28,86,95,0.38,overcast clouds
661,Qasigiannguit,GL,68.8193,-51.1922,39.45,80,10,1.72,clear sky
662,Gedo,ET,9.0167,37.45,67.14,36,98,0.38,overcast clouds
663,Shenkursk,RU,62.1091,42.896,24.73,92,100,3.51,overcast clouds
664,Ulladulla,AU,-35.35,150.4667,59.52,81,0,4.36,light rain
665,Olafsvik,IS,64.8945,-23.7142,31.84,68,68,23.94,broken clouds
666,Margate,GB,51.3813,1.3862,55.87,80,100,3.0,overcast clouds
667,Nouakchott,MR,18.0858,-15.9785,73.33,76,12,14.34,few clouds
668,Kushima,JP,31.4583,131.2333,52.02,71,15,2.46,few clouds
669,Makokou,GA,0.5738,12.8642,79.84,79,86,4.14,light rain
670,Tynda,RU,55.1667,124.7167,1.13,94,35,3.53,scattered clouds
671,Lang Son,VN,21.8333,106.7333,61.72,55,3,3.11,clear sky
672,Kuytun,RU,54.3419,101.5036,18.9,90,100,4.14,overcast clouds
673,San Cristobal,VE,7.7669,-72.225,82.58,45,100,7.94,overcast clouds
674,Doha,QA,25.2867,51.5333,82.71,47,0,9.22,clear sky
675,Chulym,RU,55.0997,80.9572,34.72,92,100,7.31,overcast clouds
676,Kambam,ID,5.2505,96.8629,78.13,79,100,5.53,overcast clouds
677,San Quintin,MX,30.4833,-115.95,60.82,74,17,9.04,few clouds
678,Tukums,LV,56.9669,23.1553,38.55,73,100,16.53,overcast clouds
679,Stuttgart,DE,48.7823,9.177,47.01,53,20,14.97,few clouds
680,Quatre Cocos,MU,-20.2078,57.7625,80.1,80,100,12.91,overcast clouds
681,Bilibino,RU,68.0546,166.4372,-20.87,90,16,5.28,few clouds
682,Yeppoon,AU,-23.1333,150.7333,71.38,75,23,11.25,few clouds
683,Moose Factory,CA,51.2585,-80.6094,23.49,87,99,3.6,overcast clouds
684,Lamesa,US,32.7376,-101.951,60.53,64,78,15.12,broken clouds
685,Abonnema,NG,4.7084,6.7931,87.82,60,94,11.54,overcast clouds
686,Pandan,PH,14.0453,124.1694,78.96,88,100,17.11,light rain
687,Ayolas,PY,-27.4,-56.9,78.71,73,75,5.39,broken clouds
688,Dzilam Gonzalez,MX,21.2833,-88.9333,90.54,39,1,8.57,clear sky
689,Masindi,UG,1.6744,31.715,75.42,61,42,2.71,scattered clouds
690,Chiang Klang,TH,19.2938,100.8617,73.49,70,32,2.33,scattered clouds
691,Karasjok,NO,69.4719,25.5112,19.38,92,100,8.7,overcast clouds
692,Kasongo-Lunda,CD,-6.4667,16.8167,83.28,72,78,1.28,broken clouds
693,Watsa,CD,3.0372,29.5355,77.88,50,85,2.04,overcast clouds
694,Rincon,US,32.296,-81.2354,75.85,46,40,8.05,scattered clouds
695,Svetlogorsk,BY,52.6333,29.7333,36.59,57,72,8.77,broken clouds
696,Port Macquarie,AU,-31.4333,152.9167,61.9,89,3,5.59,clear sky
697,Utiel,ES,39.5667,-1.2,43.54,59,100,22.03,overcast clouds
698,Halacho,MX,20.4833,-90.0833,91.49,36,0,9.13,clear sky
699,Poplevinskiy,RU,53.684,39.5441,30.22,83,98,7.2,overcast clouds
700,Ponta Pora,BR,-22.5361,-55.7256,85.91,54,20,11.5,few clouds
701,Andilamena,MG,-17.0167,48.5833,66.54,90,14,4.68,light rain
702,San Andres,CO,12.5847,-81.7006,84.22,70,75,13.8,broken clouds
703,Uren,RU,57.4552,45.7852,28.81,90,100,7.99,overcast clouds
704,Inhambane,MZ,-23.865,35.3833,76.98,73,20,6.91,few clouds
705,Mashhad,IR,36.297,59.6062,75.34,29,0,6.91,clear sky
706,Niquero,CU,20.0431,-77.5828,86.27,55,3,2.21,clear sky
707,Shakiso,ET,5.75,38.9167,73.53,30,28,5.59,scattered clouds
708,Santa Cruz,BO,-17.8,-63.1667,86.05,58,75,11.5,broken clouds
709,Kaohsiung,TW,22.6163,120.3133,69.75,78,20,4.61,few clouds
